Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-10	261	202	77.4	10	3.8	7	70.0
2020-05-18	258	195	75.6	6	2.3	5	83.3
2020-05-08	264	203	76.9	11	4.2	8	72.7
2020-09-28	265	231	87.2	3	1.1	1	33.3
2020-05-12	263	197	74.9	9	3.4	5	55.6
2020-09-27	262	229	87.4	3	1.1	1	33.3
2020-06-19	272	224	82.4	4	1.5	3	75.0
2020-07-28	326	259	79.4	0	0.0	0	0
2020-07-22	338	276	81.7	0	0.0	0	0
2020-06-02	259	218	84.2	3	1.2	3	100.0
2020-12-07	263	218	82.9	19	7.2	12	63.2
2020-08-29	266	233	87.6	3	1.1	1	33.3
2020-08-27	269	197	73.2	3	1.1	1	33.3
2020-09-24	270	229	84.8	3	1.1	1	33.3
2020-08-16	268	227	84.7	2	0.7	1	50.0
2020-08-23	254	180	70.9	2	0.8	1	50.0
2020-10-02	265	232	87.5	3	1.1	1	33.3
2020-09-08	272	230	84.6	3	1.1	0	0.0
2020-06-22	272	227	83.5	4	1.5	3	75.0
2020-11-05	259	234	90.3	25	9.7	9	36.0
2020-06-24	313	269	85.9	3	1.0	2	66.7
2020-10-28	256	228	89.1	18	7.0	6	33.3
2020-10-03	262	233	88.9	4	1.5	1	25.0
2020-09-15	274	226	82.5	1	0.4	0	0.0
2020-11-01	258	230	89.1	20	7.8	7	35.0
2020-12-03	268	230	85.8	21	7.8	15	71.4
2020-11-17	267	233	87.3	32	12.0	16	50.0
2020-05-15	265	197	74.3	10	3.8	6	60.0
2020-11-15	264	227	86.0	27	10.2	17	63.0
2020-09-14	272	226	83.1	3	1.1	0	0.0
2020-11-30	265	225	84.9	22	8.3	11	50.0
2020-06-26	313	273	87.2	3	1.0	2	66.7
2020-09-02	269	234	87.0	2	0.7	0	0.0
2020-09-25	270	228	84.4	3	1.1	1	33.3
2020-11-08	254	232	91.3	28	11.0	14	50.0
2020-08-14	271	231	85.2	2	0.7	1	50.0
2020-06-15	261	211	80.8	3	1.1	3	100.0
2020-08-02	319	251	78.7	1	0.3	1	100.0
2020-10-22	256	216	84.4	8	3.1	3	37.5
2020-06-05	266	230	86.5	3	1.1	3	100.0
2020-04-26	263	188	71.5	14	5.3	11	78.6
2020-07-12	310	264	85.2	2	0.6	1	50.0
2020-07-01	314	266	84.7	3	1.0	2	66.7
2020-06-09	265	230	86.8	3	1.1	3	100.0
2020-07-06	313	265	84.7	1	0.3	1	100.0
2020-04-28	267	194	72.7	14	5.2	12	85.7
2020-12-08	265	227	85.7	23	8.7	13	56.5
2020-08-06	276	234	84.8	1	0.4	1	100.0
2020-10-25	254	217	85.4	11	4.3	6	54.5
2020-06-12	263	226	85.9	3	1.1	3	100.0
2020-06-14	260	214	82.3	3	1.2	3	100.0
2020-10-15	258	227	88.0	6	2.3	1	16.7
2020-07-07	315	268	85.1	1	0.3	1	100.0
2020-05-09	265	202	76.2	12	4.5	8	66.7
2020-09-21	270	224	83.0	2	0.7	0	0.0
2020-06-30	315	256	81.3	3	1.0	2	66.7
2020-07-31	326	257	78.8	1	0.3	1	100.0
2020-05-20	265	204	77.0	7	2.6	6	85.7
2020-11-19	267	233	87.3	28	10.5	16	57.1
2020-11-28	260	222	85.4	19	7.3	10	52.6
2020-05-03	252	181	71.8	12	4.8	11	91.7
2020-09-16	274	232	84.7	1	0.4	0	0.0
2020-08-12	276	222	80.4	2	0.7	1	50.0
2020-06-21	268	223	83.2	4	1.5	3	75.0
2020-08-28	269	233	86.6	3	1.1	1	33.3
2020-06-28	313	266	85.0	2	0.6	1	50.0
2020-07-21	315	252	80.0	0	0.0	0	0
2020-07-10	311	267	85.9	1	0.3	1	100.0
2020-05-17	262	203	77.5	6	2.3	5	83.3
2020-10-23	252	211	83.7	7	2.8	3	42.9
2020-10-30	256	232	90.6	20	7.8	8	40.0
2020-08-08	278	233	83.8	3	1.1	1	33.3
2020-07-24	326	256	78.5	0	0.0	0	0
2020-06-10	263	233	88.6	3	1.1	3	100.0
2020-05-19	262	195	74.4	6	2.3	5	83.3
2020-10-18	258	221	85.7	6	2.3	3	50.0
2020-11-07	254	223	87.8	26	10.2	14	53.8
2020-05-31	262	218	83.2	3	1.1	3	100.0
2020-05-04	253	188	74.3	13	5.1	11	84.6
2020-09-10	272	238	87.5	2	0.7	0	0.0
2020-09-06	266	228	85.7	3	1.1	0	0.0
2020-07-11	309	266	86.1	1	0.3	1	100.0
2020-09-29	265	232	87.5	3	1.1	1	33.3
2020-09-04	269	227	84.4	3	1.1	0	0.0
2020-09-01	269	235	87.4	4	1.5	1	25.0
2020-12-05	261	225	86.2	21	8.0	13	61.9
2020-11-16	267	228	85.4	28	10.5	17	60.7
2020-08-21	257	183	71.2	2	0.8	1	50.0
2020-10-29	258	227	88.0	18	7.0	6	33.3
2020-08-18	269	187	69.5	4	1.5	1	25.0
2020-06-11	263	232	88.2	3	1.1	3	100.0
2020-09-07	272	221	81.2	3	1.1	0	0.0
2020-08-11	276	217	78.6	2	0.7	1	50.0
2020-10-17	258	221	85.7	4	1.6	3	75.0
2020-06-06	264	231	87.5	3	1.1	3	100.0
2020-10-21	256	218	85.2	6	2.3	3	50.0
2020-12-12	261	231	88.5	23	8.8	13	56.5
2020-05-13	263	196	74.5	8	3.0	5	62.5
2020-11-21	264	233	88.3	29	11.0	13	44.8
2020-07-23	337	270	80.1	0	0.0	0	0
2020-06-08	265	222	83.8	3	1.1	3	100.0
2020-11-26	269	234	87.0	24	8.9	10	41.7
2020-07-03	310	263	84.8	2	0.6	1	50.0
2020-08-31	269	245	91.1	6	2.2	1	16.7
2020-06-20	268	221	82.5	4	1.5	3	75.0
2020-09-03	269	228	84.8	3	1.1	0	0.0
2020-08-04	211	181	85.8	2	0.9	1	50.0
2020-09-11	272	230	84.6	3	1.1	0	0.0
2020-09-18	270	223	82.6	1	0.4	0	0.0
2020-07-09	314	262	83.4	1	0.3	1	100.0
2020-07-13	311	252	81.0	2	0.6	1	50.0
2020-08-13	271	221	81.5	2	0.7	1	50.0
2020-09-13	269	227	84.4	3	1.1	0	0.0
2020-09-20	268	221	82.5	1	0.4	0	0.0
2020-11-12	257	225	87.5	26	10.1	17	65.4
2020-07-04	310	261	84.2	2	0.6	1	50.0
2020-11-27	263	229	87.1	22	8.4	9	40.9
2020-05-11	260	194	74.6	9	3.5	5	55.6
2020-11-18	269	230	85.5	32	11.9	15	46.9
2020-07-20	315	253	80.3	0	0.0	0	0
2020-07-16	313	263	84.0	3	1.0	1	33.3
2020-08-10	276	228	82.6	2	0.7	1	50.0
2020-06-07	263	232	88.2	3	1.1	3	100.0
2020-05-06	261	195	74.7	12	4.6	11	91.7
2020-05-23	267	223	83.5	4	1.5	4	100.0
2020-07-19	310	252	81.3	1	0.3	0	0.0
2020-04-29	261	186	71.3	12	4.6	11	91.7
2020-10-19	258	218	84.5	7	2.7	3	42.9
2020-11-25	269	238	88.5	23	8.6	8	34.8
2020-07-08	313	267	85.3	1	0.3	1	100.0
2020-10-08	265	238	89.8	4	1.5	1	25.0
2020-11-14	254	229	90.2	27	10.6	17	63.0
2020-10-16	258	225	87.2	6	2.3	2	33.3
2020-05-02	255	193	75.7	12	4.7	11	91.7
2020-10-06	265	242	91.3	3	1.1	1	33.3
2020-06-17	265	231	87.2	4	1.5	4	100.0
2020-05-07	261	197	75.5	12	4.6	10	83.3
2020-08-07	278	234	84.2	3	1.1	1	33.3
2020-06-29	315	256	81.3	3	1.0	2	66.7
2020-10-14	259	224	86.5	6	2.3	1	16.7
2020-10-01	265	236	89.1	4	1.5	1	25.0
2020-05-05	258	193	74.8	14	5.4	11	78.6
2020-08-03	325	252	77.5	1	0.3	1	100.0
2020-07-05	308	259	84.1	2	0.6	1	50.0
2020-11-23	267	227	85.0	27	10.1	11	40.7
2020-09-22	270	228	84.4	3	1.1	1	33.3
2020-11-06	259	234	90.3	25	9.7	11	44.0
2020-06-01	259	215	83.0	3	1.2	3	100.0
2020-06-23	269	230	85.5	4	1.5	2	50.0
2020-10-26	256	220	85.9	12	4.7	6	50.0
2020-06-18	273	227	83.2	4	1.5	3	75.0
2020-07-02	314	265	84.4	3	1.0	1	33.3
2020-11-02	259	225	86.9	23	8.9	6	26.1
2020-12-10	265	238	89.8	21	7.9	11	52.4
2020-07-18	309	257	83.2	2	0.6	1	50.0
2020-07-17	312	260	83.3	3	1.0	1	33.3
2020-12-01	268	238	88.8	27	10.1	13	48.1
2020-10-07	265	239	90.2	3	1.1	1	33.3
2020-06-16	263	222	84.4	4	1.5	4	100.0
2020-09-09	272	233	85.7	2	0.7	0	0.0
2020-12-11	262	232	88.5	20	7.6	11	55.0
2020-08-09	273	230	84.2	2	0.7	1	50.0
2020-12-04	264	226	85.6	20	7.6	12	60.0
2020-10-24	252	217	86.1	4	1.6	3	75.0
2020-06-13	261	212	81.2	3	1.1	3	100.0
2020-08-30	264	234	88.6	4	1.5	1	25.0
2020-11-03	259	228	88.0	21	8.1	6	28.6
2020-10-11	262	227	86.6	2	0.8	1	50.0
2020-10-20	258	216	83.7	6	2.3	3	50.0
2020-09-26	267	230	86.1	3	1.1	1	33.3
2020-12-06	261	221	84.7	19	7.3	12	63.2
2020-08-17	269	190	70.6	4	1.5	1	25.0
2020-10-31	258	234	90.7	20	7.8	8	40.0
2020-07-25	324	261	80.6	0	0.0	0	0
2020-06-25	316	272	86.1	3	0.9	2	66.7
2020-09-19	268	222	82.8	1	0.4	0	0.0
2020-08-05	276	230	83.3	1	0.4	1	100.0
2020-10-12	265	227	85.7	6	2.3	1	16.7
2020-05-28	264	219	83.0	3	1.1	3	100.0
2020-05-16	267	202	75.7	7	2.6	5	71.4
2020-11-29	260	220	84.6	19	7.3	11	57.9
2020-12-09	265	230	86.8	21	7.9	12	57.1
2020-10-13	258	217	84.1	5	1.9	1	20.0
2020-06-03	273	234	85.7	2	0.7	2	100.0
2020-07-26	323	253	78.3	0	0.0	0	0
2020-10-27	256	226	88.3	13	5.1	6	46.2
2020-10-04	262	229	87.4	4	1.5	1	25.0
2020-05-26	270	216	80.0	3	1.1	3	100.0
2020-05-01	261	192	73.6	13	5.0	12	92.3
2020-05-22	259	205	79.2	4	1.5	4	100.0
2020-08-01	320	256	80.0	1	0.3	1	100.0
2020-05-14	237	182	76.8	7	3.0	2	28.6
2020-11-20	267	234	87.6	30	11.2	14	46.7
2020-05-27	262	216	82.4	3	1.1	3	100.0
2020-05-30	261	225	86.2	3	1.1	3	100.0
2020-07-14	314	260	82.8	3	1.0	1	33.3
2020-05-21	264	203	76.9	7	2.7	6	85.7
2020-07-30	326	254	77.9	0	0.0	0	0
2020-08-20	257	184	71.6	2	0.8	0	0.0
2020-08-15	268	224	83.6	2	0.7	1	50.0
2020-05-29	263	219	83.3	3	1.1	3	100.0
2020-12-13	261	228	87.4	24	9.2	12	50.0
2020-11-11	257	227	88.3	29	11.3	16	55.2
2020-10-09	262	235	89.7	2	0.8	1	50.0
2020-07-15	313	258	82.4	3	1.0	1	33.3
2020-08-24	257	180	70.0	2	0.8	1	50.0
2020-10-05	265	236	89.1	4	1.5	1	25.0
2020-09-30	265	236	89.1	4	1.5	2	50.0
2020-09-12	272	228	83.8	3	1.1	0	0.0
2020-08-22	257	183	71.2	2	0.8	1	50.0
2020-04-27	266	189	71.1	13	4.9	11	84.6
2020-05-25	276	215	77.9	3	1.1	3	100.0
2020-07-27	326	256	78.5	0	0.0	0	0
2020-08-25	269	198	73.6	4	1.5	1	25.0
2020-11-13	257	231	89.9	25	9.7	17	68.0
2020-07-29	326	256	78.5	0	0.0	0	0
2020-04-30	261	188	72.0	11	4.2	10	90.9
2020-11-22	264	227	86.0	27	10.2	13	48.1
2020-11-04	259	238	91.9	24	9.3	8	33.3
2020-08-26	269	192	71.4	4	1.5	1	25.0
2020-09-23	270	231	85.6	3	1.1	1	33.3
2020-11-09	257	229	89.1	27	10.5	15	55.6
2020-08-19	269	192	71.4	4	1.5	1	25.0
2020-06-04	262	225	85.9	3	1.1	3	100.0
2020-12-02	268	238	88.8	27	10.1	13	48.1
2020-09-17	274	225	82.1	1	0.4	0	0.0
2020-11-10	257	231	89.9	28	10.9	14	50.0
2020-09-05	266	226	85.0	3	1.1	0	0.0
2020-05-24	272	217	79.8	4	1.5	4	100.0
2020-06-27	317	268	84.5	3	0.9	2	66.7
2020-10-10	262	232	88.5	2	0.8	1	50.0
2020-11-24	267	234	87.6	25	9.4	10	40.0
